Bacteroides_uniformis_ATCC_8492	Alistipes_putredinis_DSM_17216	Parabacteroides_merdae_ATCC_43184	Dorea_longicatena_DSM_13814	Bacteroides_caccae_ATCC_43185	Ruminococcus_bromii_L2_63	Bacteroides_thetaiotaomicron_VPI_5482	Eubacterium_hallii_DSM_3353	Ruminococcus_lactaris_ATCC_29176	Bifidobacterium_adolescentis_L2_32	Ruminococcus_torques_L2_14	Akkermansia_muciniphila_ATCC_BAA_835	Butyrivibrio_crossotus_DSM_2876	Dorea_formicigenerans_ATCC_27755	Faecalibacterium_prausnitzii_SL3_3	Bacteroides_cellulosilyticus_DSM_14838	Bacteroides_stercoris_ATCC_43183	Collinsella_aerofaciens_ATCC_25986	Bacteroides_eggerthii_DSM_20697	Bacteroides_vulgatus_ATCC_8482	Roseburia_intestinalis_M50_1	Bifidobacterium_longum_longum_CCUG_52486	Eubacterium_siraeum_70_3	Bacteroides_ovatus_ATCC_8483	Eubacterium_ventriosum_ATCC_27560	Parabacteroides_distasonis_ATCC_8503	Bacteroides_xylanisolvens_XB1A	Eubacterium_biforme_DSM_3989	Eubacterium_rectale_M104_1	Coprococcus_eutactus_ATCC_27759	Coprococcus_comes_ATCC_27758	Bacteroides_finegoldii_DSM_17565	Ruminococcus_obeum_A2_162	Parabacteroides_johnsonii_DSM_18315	Bacteroides_dorei_5_1_36_D4	Streptococcus_thermophilus_LMD_9	Bacteroides_pectinophilus_ATCC_43243	Clostridium_leptum_DSM_753	Bacteroides_dorei_DSM_17855	Catenibacterium_mitsuokai_DSM_15897	Bacteroides_coprophilus_DSM_18228	Bifidobacterium_bifidum_NCIMB_41171	Clostridium_bolteae_ATCC_BAA_613	Ruminococcus_gnavus_ATCC_29149	Desulfovibrio_piger_ATCC_29098	Bacteroides_fragilis_3_1_12	Bifidobacterium_pseudocatenulatum_DSM_20438	Clostridium_sp_M62_1	Escherichia_coli_O157_H7_EC4115	Bifidobacterium_catenulatum_DSM_16992	Clostridium_bartlettii_DSM_16795	Pseudoflavonifractor_capillosus_ATCC_29799	Subdoligranulum_variabile_DSM_15176	Clostridium_symbiosum_WAL_14163	Mitsuokella_multacida_DSM_20544	Clostridium_nexile_DSM_1787	Methanobrevibacter_smithii_DSM_2375	Anaerotruncus_colihominis_DSM_17241	Megamonas_hypermegale_ART12_1	Clostridium_spiroforme_DSM_1552	Bifidobacterium_animalis_lactis_AD011	Clostridium_asparagiforme_DSM_15981	Clostridium_scindens_ATCC_35704	Bifidobacterium_dentium_ATCC_27678	Enterococcus_faecalis_TX0104	Blautia_hydrogenotrophica_DSM_10507	Bifidobacterium_angulatum_DSM_20098	Streptococcus_gordonii_Challis_CH1	Eubacterium_dolichum_DSM_3991	Bifidobacterium_breve_DSM_20213	Lactobacillus_acidophilus_NCFM	Klebsiella_pneumoniae_342	Lactobacillus_johnsonii_NCC_533	Collinsella_stercoris_DSM_13279	Anaerostipes_caccae_DSM_14662	Streptococcus_sanguinis_SK36	Streptococcus_infantarius_infantarius_ATCC_BAA_102	Pediococcus_pentosaceus_ATCC_25745	Haemophilus_influenzae_NTHi_86_028NP	Collinsella_intestinalis_DSM_13280	Actinomyces_odontolyticus_ATCC_17982	Helicobacter_pullorum_MIT_98_5489	Butyrivibrio_fibrisolvens_16_4	Enterobacter_cancerogenus_ATCC_35316	Lactobacillus_sakei_sakei_23K	Lactobacillus_gasseri_ATCC_33323	Fusobacterium_nucleatum_nucleatum_ATCC_25586	Lactococcus_lactis_cremoris_MG1363	Candidatus_Sulcia_muelleri_GWSS	Clostridium_difficile_630	Lactobacillus_fermentum_IFO_3956	Clostridium_hylemonae_DSM_15053	Methanosphaera_stadtmanae_DSM_3091	Campylobacter_hominis_ATCC_BAA_381	Porphyromonas_gingivalis_ATCC_33277	Lactobacillus_casei_casei_BL23	Clostridium_phytofermentans_ISDg	Enterococcus_faecalis_TX1322	Clostridium_perfringens_ATCC_13124	Leuconostoc_mesenteroides_mesenteroides_ATCC_8293	Lactobacillus_ultunensis_DSM_16047	Citrobacter_koseri_ATCC_BAA_895	Desulfovibrio_vulgaris_Miyazaki_F	Proteus_mirabilis_HI4320	Lactobacillus_helveticus_DPC_4571	Anaerofustis_stercorihominis_DSM_17244	Finegoldia_magna_ATCC_29328	Campylobacter_concisus_13826	Pseudomonas_aeruginosa_LESB58	Bifidobacterium_gallicum_DSM_20093	Lactobacillus_paracasei_ATCC_25302	Cronobacter_sakazakii_ATCC_BAA_894	Anaerococcus_hydrogenalis_DSM_7454	Lactobacillus_hilgardii_ATCC_8290	Proteus_penneri_ATCC_35198	Staphylococcus_saprophyticus_saprophyticus_ATCC_15305
Megamonas_hypermegale_ART12_1	0.023501877	0.028982126	0.027197771	0.01674498	0.045065851	0.006064357	0.03432971	0.019168086	0.004704512	0.011955463	0.030514515	0.007379612	0.032371035	0.0265283	0.020056478	0.044279381	0.040435319	0.01974431	0.016699173	0.036919683	0.031201655	0.012911117	0.031871824	0.040629502	0.039796953	0.040533226	0.045795123	0.024272637	0.029180554	0.065473637	0.031354796	0.015412395	0.026969539	0.027992506	0.042819883	0.044289761	0.011047327	0.019658308	0.034917259	0.008016056	0.0134493	0.027221164	0.038111935	0.024383369	0.018586117	0.038357132	0.017411001	0.017901649	0.028817422	0.015618281	0.010609201	0.025956629	0.027848755	0.018075284	0.01042613	0.024924851	0.064713022	0.028814106	1	0.064400525	0.014483919	0.031493111	0.026247373	0.018798523	0.025143537	0.041550306	0.021153563	0.019260318	0.025025589	0.022022406	0.004521191	0.009550966	0.003330357	0.024161194	0.024903891	0.021041977	0.021356435	0.006149545	0.017650971	0.042097676	0.025531273	0.001575322	0.027242014	0.010445713	0.012761576	0.008087697	0.01692758	0.017840675	0.026581826	0.027399709	0.006771485	0.026474393	0.006252887	0.010389336	0.025146921	0.009178035	0.025986943	0.016629139	0.018630002	0.023131617	0.004683608	0.011367963	0.022900927	0.023121179	0.00591166	0.023166419	0.020124892	0.009571827	0.006392798	0.014720063	0.010935644	0.008626143	0.016386543	0.006492856	0.004145066	0.005151669
Clostridium_spiroforme_DSM_1552	0.022471643	0.029565079	0.022031504	0.043847074	0.034793193	0.032097514	0.043680907	0.058452791	0.05308425	0.043754098	0.074686955	0.051754324	0.044234322	0.093225075	0.086947788	0.072276509	0.04972423	0.081733248	0.049001587	0.089481476	0.10372388	0.094020584	0.091261176	0.111157034	0.107400788	0.109705299	0.108789776	0.054720281	0.127817299	0.09045066	0.148703676	0.080028352	0.161249977	0.117197606	0.147960815	0.134722289	0.091275008	0.154380314	0.168935634	0.034325807	0.05868169	0.040233578	0.097556251	0.122076021	0.059952653	0.195470401	0.089058541	0.166938856	0.097053138	0.101501778	0.11821355	0.23122018	0.247832244	0.113042773	0.037715158	0.189527325	0.064159644	0.23503953	0.064400525	1	0.056068872	0.199663395	0.186722659	0.085920157	0.193282539	0.119649214	0.142840292	0.124392624	0.11416549	0.127582294	0.02925458	0.061277211	0.004590994	0.085630278	0.100460898	0.080322583	0.059245266	0.00906497	0.07503663	0.103653709	0.091018715	0.002315398	0.117838362	0.039958894	0.032167511	0.02317116	0.033811288	0.05053504	0.087253858	0.080286477	0.01282335	0.076866575	0.01513675	0.034092908	0.05506473	0.011430735	0.057123998	0.038304863	0.031939983	0.036733124	0.018113133	0.027523351	0.043347025	0.014521132	0.01807587	0.035777479	0.027511224	0.021733769	0.019101414	0.021372885	0.015354824	0.013047771	0.01900222	0.014885151	0.016108001	0.012524682
Bifidobacterium_animalis_lactis_AD011	0.019326266	0.023214491	0.022005506	0.032635063	0.026777369	0.035408473	0.023326044	0.037261189	0.026219762	0.046171746	0.03711663	0.004781592	0.009965937	0.046888594	0.047855769	0.014748834	0.02933574	0.06269409	0.072674554	0.040005555	0.049252669	0.048334712	0.042604212	0.041538143	0.058858519	0.047901532	0.041589893	0.03491463	0.053803085	0.023914956	0.060987176	0.063058067	0.080843898	0.024449016	0.041649177	0.063439155	0.027110419	0.055653589	0.058827803	0.053906214	0.021303764	0.083043593	0.073814699	0.056575608	0.058386488	0.095404753	0.050594198	0.100061369	0.054234335	0.061492607	0.093786739	0.076950755	0.067427029	0.109996173	0.06402743	0.116018991	0.04164494	0.087816273	0.014483919	0.056068872	1	0.075880061	0.069326315	0.246966321	0.074654163	0.059290144	0.059623484	0.060984532	0.052259165	0.093426844	0.089061003	0.014641906	0.004591406	0.180141844	0.045683741	0.060025312	0.042633385	0.007845922	0.036426647	0.06248371	0.053579131	0.00262596	0.057575868	0.016049074	0.02212855	0.021957633	0.021476282	0.028393318	0.052195896	0.053172137	0.010719137	0.049761693	0.019805325	0.026533701	0.039070841	0.050842392	0.042212321	0.02664903	0.025829234	0.023610878	0.020981955	0.017603819	0.036404422	0.01405362	0.017890646	0.031235896	0.025455313	0.014283889	0.008357317	0.024917303	0.012035456	0.012472177	0.01906023	0.012473112	0.00433396	0.008084239
Clostridium_asparagiforme_DSM_15981	0.02106561	0.025443458	0.024941115	0.030653493	0.033945103	0.030217545	0.037895212	0.057671473	0.043595256	0.037840859	0.052639014	0.036577607	0.044032254	0.070922682	0.076072244	0.057719685	0.064313331	0.081977832	0.058534519	0.086795324	0.091323385	0.087518066	0.079325683	0.102752249	0.084886707	0.108991599	0.11553712	0.048915515	0.113520137	0.080018266	0.144926192	0.120745833	0.157672906	0.117346825	0.174645259	0.146879693	0.117545715	0.156359251	0.203981354	0.059089353	0.090009404	0.060760433	0.220313418	0.191622491	0.073589567	0.203741368	0.112846052	0.297177849	0.164591089	0.132362279	0.188825335	0.344300231	0.31873466	0.195450614	0.051597306	0.316134645	0.122622272	0.41997238	0.031493111	0.199663395	0.075880061	1	0.456026865	0.14821835	0.402535104	0.278018808	0.161506496	0.145889705	0.179671868	0.176018529	0.049117107	0.054147251	0.01651978	0.145621142	0.170865	0.119630933	0.098520129	0.010840297	0.138277955	0.14486634	0.1266209	0.004888277	0.179193428	0.057509958	0.055257261	0.041554505	0.046027557	0.07506833	0.121579621	0.109650906	0.028511565	0.096694658	0.051979521	0.048889111	0.077811978	0.013824934	0.068643688	0.056422153	0.04336767	0.041523624	0.031506606	0.039818151	0.053189164	0.023595257	0.031004465	0.040089518	0.033707338	0.02763687	0.023989307	0.0250463	0.017878275	0.020305013	0.02335802	0.016653383	0.008829635	0.013875735
Clostridium_scindens_ATCC_35704	0.014543713	0.01943259	0.021754297	0.021471017	0.022632946	0.024451251	0.028798833	0.037187515	0.0306248	0.028351441	0.03923588	0.025097594	0.035580587	0.055385933	0.051295863	0.042633486	0.052335179	0.047881415	0.053147267	0.065630841	0.062406573	0.060023841	0.055714229	0.069048076	0.062383217	0.072555833	0.082656853	0.0413425	0.093295342	0.06680562	0.102206031	0.101648816	0.11354274	0.102919085	0.12873722	0.134808501	0.102583432	0.1119917	0.150043896	0.074041156	0.083295664	0.075613771	0.140265553	0.151594272	0.054094544	0.158236688	0.112959916	0.197228839	0.142449332	0.139325003	0.168639616	0.244518851	0.251487067	0.148808023	0.065383554	0.254393322	0.108046705	0.337748804	0.026247373	0.186722659	0.069326315	0.456026865	1	0.179503401	0.485797148	0.3500985	0.214575997	0.242059855	0.22815843	0.238617148	0.059739352	0.065005632	0.090827278	0.204378829	0.222220133	0.174944511	0.116470584	0.014345515	0.191063202	0.195788984	0.188303341	0.006799051	0.273477682	0.077705151	0.131118556	0.062136884	0.069605405	0.127271982	0.184833269	0.166698459	0.078435133	0.147001524	0.049526805	0.05989789	0.116975735	0.017609252	0.104356611	0.091123438	0.06395491	0.060246935	0.059726415	0.056838547	0.080861635	0.035328125	0.054737414	0.0609467	0.051452872	0.04430901	0.037418631	0.038077019	0.025359632	0.030648889	0.035510385	0.025317559	0.015255902	0.013666241
Bifidobacterium_dentium_ATCC_27678	0.012145916	0.015795316	0.019198751	0.009216345	0.020702255	0.02161181	0.023906784	0.012814632	0.023185211	0.013734605	0.015220046	0.009558351	0.014348186	0.020828106	0.018720024	0.016512807	0.041751317	0.019653174	0.04833569	0.028543077	0.023367693	0.024229172	0.02298464	0.032194422	0.023782288	0.027253978	0.03051874	0.020754359	0.03368482	0.026220785	0.035528327	0.085658585	0.047595631	0.042815743	0.046136409	0.048896773	0.040114635	0.068389613	0.062437339	0.032575242	0.037306645	0.037000619	0.058418399	0.04675933	0.029169217	0.075618307	0.066135472	0.074904066	0.048076403	0.075238258	0.063793122	0.090867309	0.094411856	0.098741328	0.035070051	0.093552329	0.049305563	0.12828241	0.018798523	0.085920157	0.246966321	0.14821835	0.179503401	1	0.178956483	0.127976769	0.175895812	0.133738116	0.123828947	0.219181948	0.036631895	0.036771564	0.017530423	0.394195187	0.125864408	0.147003526	0.112287355	0.025067074	0.126918536	0.16402581	0.173278793	0.005613785	0.167115195	0.057448988	0.07183699	0.056221247	0.053325814	0.080530005	0.143232348	0.141748551	0.046545364	0.129131485	0.026628007	0.049282603	0.095845913	0.013958034	0.103227892	0.07354637	0.057799136	0.053082984	0.043547603	0.045944483	0.081016311	0.028580938	0.04270192	0.067497993	0.052832752	0.037684197	0.022598037	0.047847573	0.024625854	0.02957945	0.037876678	0.029930212	0.008681209	0.026341235
Enterococcus_faecalis_TX0104	0.013149681	0.018610842	0.01973471	0.024890784	0.022675984	0.024948785	0.026910579	0.03485331	0.032577354	0.031685918	0.040831346	0.028269273	0.041881284	0.049959741	0.050743256	0.041575447	0.046411658	0.052366993	0.050913893	0.059211902	0.062224728	0.056289488	0.063366135	0.06469793	0.072876039	0.073148455	0.077195946	0.052188619	0.089103095	0.080666397	0.099479519	0.099384814	0.123007577	0.104592889	0.119896878	0.109399764	0.117792896	0.12718614	0.152115715	0.066432742	0.097732226	0.052044817	0.114999721	0.139129216	0.064449389	0.146837434	0.111858504	0.193542507	0.122542636	0.140414357	0.168127998	0.258546062	0.297890202	0.116589457	0.062745182	0.272958651	0.156476001	0.359736352	0.025143537	0.193282539	0.074654163	0.402535104	0.485797148	0.178956483	1	0.281487307	0.241667134	0.195056579	0.234192959	0.255897734	0.056062698	0.073941302	0.014771164	0.194089824	0.196084056	0.175676345	0.138465193	0.019541739	0.16041041	0.196731961	0.212931162	0.009129258	0.301531203	0.095033973	0.088879157	0.052471431	0.075382623	0.122308505	0.205591354	0.184692062	0.037014051	0.163510836	0.084854509	0.07728183	0.131580192	0.017426141	0.116076597	0.09560654	0.071412522	0.067039405	0.026553703	0.067535872	0.089942969	0.031686453	0.027418055	0.067791445	0.057231394	0.042621228	0.046691006	0.042353338	0.027141536	0.036331633	0.039498453	0.0281609	0.015143398	0.014154462
Blautia_hydrogenotrophica_DSM_10507	0.01284817	0.014846783	0.016984149	0.019779895	0.015236446	0.016873144	0.02215597	0.032552183	0.023202423	0.024355403	0.037112233	0.023349369	0.021335334	0.046672007	0.049347467	0.030912974	0.036514803	0.048897701	0.042660656	0.05513295	0.048432695	0.063229312	0.047995865	0.050683071	0.049117592	0.056623079	0.058764389	0.030748617	0.068619161	0.039719148	0.089383398	0.059329777	0.092030248	0.064445146	0.089214818	0.10528146	0.062977646	0.082469562	0.106861326	0.044051441	0.066486097	0.070099453	0.097439702	0.09039974	0.062031283	0.101125558	0.092242994	0.154953567	0.119559141	0.120162725	0.125819796	0.179065659	0.168440407	0.130090173	0.063025318	0.159315325	0.082766935	0.270561487	0.041550306	0.119649214	0.059290144	0.278018808	0.3500985	0.127976769	0.281487307	1	0.166148919	0.174340921	0.206536204	0.202359529	0.026103238	0.045668329	0.010644616	0.174806049	0.204426139	0.156687943	0.119487189	0.014136403	0.126043944	0.191623204	0.186989849	0.004808933	0.275850399	0.059842868	0.160013013	0.041893349	0.173550144	0.091166793	0.209612408	0.187962828	0.025359527	0.167206733	0.033929079	0.052301306	0.131550652	0.015087275	0.119359813	0.086400569	0.066386977	0.064637747	0.018956522	0.056821649	0.092486999	0.061944669	0.021954689	0.069675836	0.058305808	0.039496391	0.028676642	0.042187878	0.024870552	0.03222922	0.040615663	0.027571749	0.012238845	0.017662464
Bifidobacterium_angulatum_DSM_20098	0.01017787	0.01351826	0.016558993	0.018468149	0.015573129	0.017648641	0.019302242	0.025894844	0.022008876	0.030030072	0.030376563	0.021916377	0.026282574	0.035545981	0.037682745	0.024766756	0.038021636	0.041351607	0.034465292	0.045240564	0.04217482	0.044265137	0.045144783	0.041818664	0.042393164	0.051492494	0.048833666	0.04435653	0.064861137	0.063892308	0.062919561	0.051966717	0.07103063	0.072523696	0.08244651	0.054804848	0.053933783	0.059547736	0.093969999	0.040079819	0.044312792	0.042904887	0.046557486	0.055384453	0.063465521	0.087623397	0.088194244	0.086742105	0.054736152	0.10733467	0.072507604	0.114855099	0.14601394	0.063111048	0.04055208	0.107988614	0.057543517	0.136519549	0.021153563	0.142840292	0.059623484	0.161506496	0.214575997	0.175895812	0.241667134	0.166148919	1	0.128382313	0.189077531	0.24622776	0.03710163	0.037214695	0.009023174	0.174319764	0.146617524	0.142005805	0.114711883	0.015800874	0.131432693	0.194233619	0.181573441	0.006718842	0.226524501	0.052806636	0.064409898	0.040178248	0.054786819	0.092550447	0.188408276	0.176092449	0.023487577	0.156790506	0.037410451	0.065683848	0.122670076	0.020519722	0.124930736	0.085477351	0.07253626	0.070443329	0.03592417	0.05100905	0.100241535	0.031928052	0.038272142	0.081430628	0.06853003	0.04459344	0.029513203	0.056992048	0.030926301	0.033711798	0.047615737	0.025638414	0.009707363	0.024295152
Streptococcus_gordonii_Challis_CH1	0.009372356	0.010077799	0.011959642	0.016275226	0.010831114	0.015199766	0.01667016	0.023011376	0.018902916	0.01859075	0.023118895	0.009047174	0.015755292	0.028587241	0.03427772	0.028981296	0.020748666	0.033852499	0.02557483	0.038324544	0.042541605	0.040098337	0.035805005	0.042872907	0.030754366	0.040388244	0.04931086	0.02477253	0.054255993	0.047325919	0.057045587	0.043179704	0.065820215	0.047852665	0.07235421	0.094676412	0.05563554	0.046081629	0.086155476	0.038713815	0.042572343	0.040381933	0.057250129	0.059442694	0.022828888	0.085494552	0.058421629	0.076828343	0.068416816	0.065363153	0.077713546	0.107420246	0.120235134	0.069707812	0.039210675	0.110556016	0.045312557	0.159094429	0.019260318	0.124392624	0.060984532	0.145889705	0.242059855	0.133738116	0.195056579	0.174340921	0.128382313	1	0.144958296	0.157896153	0.054402937	0.070907906	0.071602771	0.138114384	0.163564085	0.499391258	0.170774937	0.161113689	0.215983658	0.146373152	0.283144759	0.011478298	0.197293251	0.15815737	0.132368665	0.144884298	0.079741271	0.108189036	0.17388786	0.175430025	0.177714194	0.154006855	0.035576192	0.06602398	0.119360338	0.020695074	0.127975952	0.112630994	0.114516477	0.071191859	0.077756438	0.101243425	0.095668345	0.028557384	0.074660342	0.079310663	0.065030065	0.066542013	0.022715482	0.053406996	0.033659181	0.050685366	0.047212119	0.037462455	0.014516928	0.0263935
Eubacterium_dolichum_DSM_3991	0.009127878	0.007924105	0.008944404	0.012234613	0.015759485	0.011215037	0.018258491	0.021694801	0.013670549	0.024035485	0.017490754	0.009142731	0.014899274	0.032645318	0.033910381	0.017781108	0.034444099	0.031771462	0.02179009	0.033449772	0.028892003	0.034525314	0.021172894	0.041513697	0.02443099	0.043464957	0.038051118	0.026121039	0.04044965	0.028034892	0.050514658	0.046745922	0.051283808	0.045413406	0.064477154	0.040323153	0.042755245	0.073560506	0.07726168	0.041968596	0.044041681	0.071262148	0.092936923	0.095849728	0.030303865	0.070618709	0.108583715	0.088133488	0.066633935	0.084499614	0.09216622	0.099347149	0.102078528	0.081373404	0.032863193	0.095429738	0.044113779	0.128559304	0.025025589	0.11416549	0.052259165	0.179671868	0.22815843	0.123828947	0.234192959	0.206536204	0.189077531	0.144958296	1	0.193668108	0.031986992	0.04898114	0.014334269	0.201345814	0.362037754	0.164852123	0.450633589	0.018090175	0.136752851	0.217799805	0.218836254	0.006307831	0.329282457	0.064305056	0.069359604	0.047868352	0.08515872	0.142168349	0.292596825	0.264524036	0.035448169	0.228069232	0.034649712	0.06936526	0.174034168	0.019844922	0.171763198	0.113323673	0.124704318	0.082086369	0.028275377	0.081606695	0.130363534	0.026881967	0.028774563	0.101166897	0.077651422	0.06199797	0.036655725	0.060695305	0.032879668	0.047718453	0.056177007	0.032945918	0.016667018	0.017428645
Bifidobacterium_breve_DSM_20213	0.006622236	0.007565367	0.007695339	0.013858392	0.008742306	0.010583685	0.013099758	0.019289676	0.012291141	0.020883734	0.020385098	0.012152416	0.015651468	0.02801673	0.026895779	0.017936197	0.018446717	0.029982603	0.02001877	0.025071773	0.02608748	0.038188095	0.02520804	0.031142945	0.030362311	0.038604889	0.032686232	0.019833289	0.044969529	0.028811286	0.049733044	0.051628208	0.051640635	0.057200946	0.046639775	0.06644857	0.044906415	0.047727188	0.059540753	0.03304187	0.042242119	0.054292073	0.061213786	0.064374368	0.029459745	0.082004504	0.102204493	0.084700392	0.070192731	0.091348318	0.086924075	0.113605975	0.113151984	0.125405348	0.030493831	0.121751334	0.050562988	0.141750644	0.022022406	0.127582294	0.093426844	0.176018529	0.238617148	0.219181948	0.255897734	0.202359529	0.24622776	0.157896153	0.193668108	1	0.051582127	0.048547051	0.01417885	0.201852394	0.204392526	0.17597724	0.148610153	0.021801469	0.161729388	0.227716712	0.267186061	0.011243646	0.263424344	0.071488479	0.096802941	0.048714606	0.091967608	0.138181572	0.235069207	0.229618784	0.037440274	0.200947357	0.043962161	0.086699764	0.157188146	0.023836603	0.154612465	0.113169858	0.091517145	0.08834833	0.066946395	0.073863069	0.132223406	0.042410248	0.062322878	0.102644037	0.09347769	0.057934417	0.03362277	0.076021031	0.041318116	0.047078198	0.065670595	0.037795213	0.013911046	0.042068381
Lactobacillus_acidophilus_NCFM	0.006034827	0.008299596	0.009583214	0.006885853	0.010193563	0.01083538	0.011850714	0.0156694	0.002691525	0.016372425	0.009432347	0.001995713	0.003333332	0.008895197	0.013441937	0.005095336	0.005497448	0.018335389	0.004690477	0.010465738	0.013772421	0.018679152	0.013572472	0.015559166	0.012667047	0.017850994	0.019503972	0.002589199	0.017272919	0.004711656	0.016557925	0.008485101	0.015556864	0.011473394	0.017764639	0.016252579	0.009245344	0.01091363	0.023276285	0.009435785	0.007380874	0.07171139	0.020724345	0.019728172	0.032082002	0.030359186	0.021058182	0.015990561	0.022896577	0.110257494	0.019815965	0.021348122	0.028768184	0.020060903	0.004586866	0.026420551	0.010290635	0.062157227	0.004521191	0.02925458	0.089061003	0.049117107	0.059739352	0.036631895	0.056062698	0.026103238	0.03710163	0.054402937	0.031986992	0.051582127	1	0.011513395	0.055290151	0.028644222	0.052450491	0.042455996	0.030062107	0.01061235	0.039015092	0.031099609	0.032623522	0.003473419	0.039464684	0.022023998	0.026045466	0.039274386	0.030036191	0.031426841	0.034490572	0.037318617	0.082895392	0.032700373	0.032157772	0.035158883	0.023716778	0.007839853	0.028421474	0.027121168	0.022591978	0.023936086	0.14139854	0.022594666	0.028881091	0.029733281	0.133391922	0.028931338	0.021276052	0.017625627	0.013551272	0.025799134	0.011380364	0.018861332	0.019347292	0.013653504	0.010019394	0.013690923
Klebsiella_pneumoniae_342	0.006888057	0.0092796	0.011289401	0.010635599	0.011965857	0.012660959	0.008954184	0.015860996	0.014417043	0.011556624	0.019806001	0.010927634	0.00901593	0.023078304	0.020802059	0.022901258	0.006541938	0.018921708	0.006264459	0.022637363	0.030996088	0.022231864	0.02104082	0.027975209	0.018699851	0.034827134	0.021659039	0.024510641	0.034943038	0.010261787	0.029578821	0.028470695	0.031034646	0.0153343	0.025450883	0.018049492	0.024852717	0.023024497	0.038599441	0.018876585	0.022962484	0.007675768	0.020642238	0.018453308	0.007566671	0.02514787	0.056297179	0.033230657	0.030843318	0.023442953	0.051486856	0.041102297	0.051066161	0.026641122	0.03084517	0.035418872	0.033974702	0.049420599	0.009550966	0.061277211	0.014641906	0.054147251	0.065005632	0.036771564	0.073941302	0.045668329	0.037214695	0.070907906	0.04898114	0.048547051	0.011513395	1	0.022248053	0.045288941	0.058969239	0.072996977	0.065594444	0.013704378	0.089498272	0.050365377	0.062060963	0.003657495	0.073790459	0.168649814	0.040702477	0.03910028	0.035835784	0.115607293	0.068762117	0.069028591	0.037129415	0.063310323	0.018177759	0.023373502	0.059826363	0.010719566	0.057859063	0.069932227	0.05944543	0.038318779	0.019369204	0.085348906	0.046080497	0.025639818	0.021534411	0.043932887	0.046497985	0.033890625	0.022100587	0.033323529	0.019734783	0.075112035	0.031660084	0.016339847	0.01463176	0.016420624
Lactobacillus_johnsonii_NCC_533	0.00567632	0.001550328	0.003121816	0.000903294	0.000817845	0.010631921	0.009543189	0.014549634	0.000993409	0.000916171	0.001693075	0.000391694	0.001248941	0.015340398	0.003676304	0.006197125	0.022601265	0.001462281	0.002337009	0.007367398	0.004006453	0.008159105	0.002215709	0.013616472	0.002010798	0.010917321	0.011612623	0.001993328	0.007844985	0.001810601	0.010164455	0.003896774	0.005125719	0.010037758	0.009531407	0.030234735	0.003898433	0.003236051	0.009405728	0.023897539	0.003782826	0.022787402	0.064120897	0.056059936	0.00168855	0.018524869	0.004581092	0.006237234	0.07523838	0.003856156	0.004118797	0.007386477	0.009818605	0.007683442	0.002354234	0.009818099	0.002093608	0.015116001	0.003330357	0.004590994	0.004591406	0.01651978	0.090827278	0.017530423	0.014771164	0.010644616	0.009023174	0.071602771	0.014334269	0.01417885	0.055290151	0.022248053	1	0.011702716	0.028564301	0.045874951	0.031760081	0.009171088	0.049604116	0.014076497	0.018161674	0.003422217	0.017166163	0.038509142	0.01576003	0.062082678	0.026902638	0.017652737	0.018509079	0.019348096	0.166244757	0.018845363	0.003776756	0.010609688	0.019057829	0.00740507	0.017644385	0.024417754	0.040191536	0.016441684	0.112122755	0.050270477	0.016363618	0.012793936	0.099126002	0.017466414	0.017028765	0.023130648	0.012244068	0.018666131	0.01129837	0.041584927	0.015679732	0.009953609	0.010621284	0.012595112
Collinsella_stercoris_DSM_13279	0.006411775	0.008624914	0.010594771	0.005995839	0.011505865	0.011883678	0.012672326	0.008329795	0.015669108	0.008963549	0.010036824	0.007379812	0.010539144	0.014506965	0.01235454	0.012751778	0.025409352	0.013674782	0.028776983	0.021526087	0.015658946	0.015162808	0.016066163	0.025746217	0.017679424	0.017815124	0.021238543	0.019270584	0.022721727	0.021481139	0.02365226	0.050165895	0.033551379	0.031827144	0.033329243	0.03508411	0.03011004	0.056612599	0.045919786	0.031435388	0.033417015	0.027879153	0.051792811	0.038671719	0.029809675	0.063762155	0.04746206	0.060172441	0.042409454	0.055889624	0.055763979	0.06895701	0.070474693	0.096480577	0.039107315	0.074199393	0.040738624	0.103107326	0.024161194	0.085630278	0.180141844	0.145621142	0.204378829	0.394195187	0.194089824	0.174806049	0.174319764	0.138114384	0.201345814	0.201852394	0.028644222	0.045288941	0.011702716	1	0.199278953	0.172563512	0.145901505	0.02319396	0.138046633	0.405043741	0.2781029	0.011847579	0.354613866	0.072562162	0.074480879	0.060112793	0.084080342	0.123012256	0.319337936	0.294471377	0.036113112	0.306012369	0.043984616	0.082580177	0.229892905	0.027549081	0.236144259	0.121305711	0.122526837	0.109161424	0.03069535	0.0832512	0.188305153	0.038152788	0.032862205	0.140540368	0.115649946	0.059042425	0.048261626	0.091152705	0.045699392	0.053549038	0.080342565	0.043112137	0.019302885	0.025737868
