Bacteroides_uniformis_ATCC_8492	Alistipes_putredinis_DSM_17216	Parabacteroides_merdae_ATCC_43184	Dorea_longicatena_DSM_13814	Bacteroides_caccae_ATCC_43185	Ruminococcus_bromii_L2_63	Bacteroides_thetaiotaomicron_VPI_5482	Eubacterium_hallii_DSM_3353	Ruminococcus_lactaris_ATCC_29176	Bifidobacterium_adolescentis_L2_32	Ruminococcus_torques_L2_14	Akkermansia_muciniphila_ATCC_BAA_835	Butyrivibrio_crossotus_DSM_2876	Dorea_formicigenerans_ATCC_27755	Faecalibacterium_prausnitzii_SL3_3	Bacteroides_cellulosilyticus_DSM_14838	Bacteroides_stercoris_ATCC_43183	Collinsella_aerofaciens_ATCC_25986	Bacteroides_eggerthii_DSM_20697	Bacteroides_vulgatus_ATCC_8482	Roseburia_intestinalis_M50_1	Bifidobacterium_longum_longum_CCUG_52486	Eubacterium_siraeum_70_3	Bacteroides_ovatus_ATCC_8483	Eubacterium_ventriosum_ATCC_27560	Parabacteroides_distasonis_ATCC_8503	Bacteroides_xylanisolvens_XB1A	Eubacterium_biforme_DSM_3989	Eubacterium_rectale_M104_1	Coprococcus_eutactus_ATCC_27759	Coprococcus_comes_ATCC_27758	Bacteroides_finegoldii_DSM_17565	Ruminococcus_obeum_A2_162	Parabacteroides_johnsonii_DSM_18315	Bacteroides_dorei_5_1_36_D4	Streptococcus_thermophilus_LMD_9	Bacteroides_pectinophilus_ATCC_43243	Clostridium_leptum_DSM_753	Bacteroides_dorei_DSM_17855	Catenibacterium_mitsuokai_DSM_15897	Bacteroides_coprophilus_DSM_18228	Bifidobacterium_bifidum_NCIMB_41171	Clostridium_bolteae_ATCC_BAA_613	Ruminococcus_gnavus_ATCC_29149	Desulfovibrio_piger_ATCC_29098	Bacteroides_fragilis_3_1_12	Bifidobacterium_pseudocatenulatum_DSM_20438	Clostridium_sp_M62_1	Escherichia_coli_O157_H7_EC4115	Bifidobacterium_catenulatum_DSM_16992	Clostridium_bartlettii_DSM_16795	Pseudoflavonifractor_capillosus_ATCC_29799	Subdoligranulum_variabile_DSM_15176	Clostridium_symbiosum_WAL_14163	Mitsuokella_multacida_DSM_20544	Clostridium_nexile_DSM_1787	Methanobrevibacter_smithii_DSM_2375	Anaerotruncus_colihominis_DSM_17241	Megamonas_hypermegale_ART12_1	Clostridium_spiroforme_DSM_1552	Bifidobacterium_animalis_lactis_AD011	Clostridium_asparagiforme_DSM_15981	Clostridium_scindens_ATCC_35704	Bifidobacterium_dentium_ATCC_27678	Enterococcus_faecalis_TX0104	Blautia_hydrogenotrophica_DSM_10507	Bifidobacterium_angulatum_DSM_20098	Streptococcus_gordonii_Challis_CH1	Eubacterium_dolichum_DSM_3991	Bifidobacterium_breve_DSM_20213	Lactobacillus_acidophilus_NCFM	Klebsiella_pneumoniae_342	Lactobacillus_johnsonii_NCC_533	Collinsella_stercoris_DSM_13279	Anaerostipes_caccae_DSM_14662	Streptococcus_sanguinis_SK36	Streptococcus_infantarius_infantarius_ATCC_BAA_102	Pediococcus_pentosaceus_ATCC_25745	Haemophilus_influenzae_NTHi_86_028NP	Collinsella_intestinalis_DSM_13280	Actinomyces_odontolyticus_ATCC_17982	Helicobacter_pullorum_MIT_98_5489	Butyrivibrio_fibrisolvens_16_4	Enterobacter_cancerogenus_ATCC_35316	Lactobacillus_sakei_sakei_23K	Lactobacillus_gasseri_ATCC_33323	Fusobacterium_nucleatum_nucleatum_ATCC_25586	Lactococcus_lactis_cremoris_MG1363	Candidatus_Sulcia_muelleri_GWSS	Clostridium_difficile_630	Lactobacillus_fermentum_IFO_3956	Clostridium_hylemonae_DSM_15053	Methanosphaera_stadtmanae_DSM_3091	Campylobacter_hominis_ATCC_BAA_381	Porphyromonas_gingivalis_ATCC_33277	Lactobacillus_casei_casei_BL23	Clostridium_phytofermentans_ISDg	Enterococcus_faecalis_TX1322	Clostridium_perfringens_ATCC_13124	Leuconostoc_mesenteroides_mesenteroides_ATCC_8293	Lactobacillus_ultunensis_DSM_16047	Citrobacter_koseri_ATCC_BAA_895	Desulfovibrio_vulgaris_Miyazaki_F	Proteus_mirabilis_HI4320	Lactobacillus_helveticus_DPC_4571	Anaerofustis_stercorihominis_DSM_17244	Finegoldia_magna_ATCC_29328	Campylobacter_concisus_13826	Pseudomonas_aeruginosa_LESB58	Bifidobacterium_gallicum_DSM_20093	Lactobacillus_paracasei_ATCC_25302	Cronobacter_sakazakii_ATCC_BAA_894	Anaerococcus_hydrogenalis_DSM_7454	Lactobacillus_hilgardii_ATCC_8290	Proteus_penneri_ATCC_35198	Staphylococcus_saprophyticus_saprophyticus_ATCC_15305
Bacteroides_xylanisolvens_XB1A	0.16618672	0.18855818	0.19706312	0.266282956	0.202572176	0.19383705	0.26433902	0.33675372	0.222884277	0.239552986	0.386646052	0.175120044	0.146771875	0.409109864	0.473481655	0.203175556	0.249723831	0.375019687	0.180054022	0.512944393	0.493533781	0.332889651	0.413562381	0.423743255	0.353910432	0.500070249	1	0.226275985	0.512806183	0.286542946	0.50344391	0.242804466	0.409002535	0.194345286	0.466472029	0.263291236	0.145421933	0.244163033	0.416141155	0.131273202	0.09823507	0.096084577	0.148280417	0.133532825	0.170416162	0.252067771	0.180695532	0.232675746	0.169838318	0.128694479	0.195751257	0.258039267	0.244569628	0.07176144	0.081788154	0.154909151	0.145772913	0.178581633	0.045795123	0.108789776	0.041589893	0.11553712	0.082656853	0.03051874	0.077195946	0.058764389	0.048833666	0.04931086	0.038051118	0.032686232	0.019503972	0.021659039	0.011612623	0.021238543	0.034703268	0.03040474	0.018113764	0.009963389	0.027591924	0.023359206	0.022216599	0.003100004	0.023848814	0.017970958	0.013363186	0.010406813	0.009638317	0.015480801	0.016118515	0.014537056	0.010684984	0.012819371	0.011948078	0.011271829	0.010315985	0.007769618	0.009100492	0.008026829	0.008625773	0.006700086	0.005750326	0.007145043	0.007051596	0.006259834	0.00529626	0.0053149	0.004486984	0.004187157	0.00366061	0.003320533	0.002655613	0.003062345	0.003096708	0.002207836	0.002410845	0.001839587
Eubacterium_biforme_DSM_3989	0.134694462	0.142814516	0.160006877	0.239607932	0.159395788	0.17871209	0.171862142	0.214598373	0.1858634	0.185426645	0.279617593	0.110999462	0.194729093	0.283510199	0.304877883	0.130911599	0.18525767	0.26395734	0.163567514	0.282590372	0.299928669	0.174756233	0.279508846	0.163618777	0.230020011	0.237208985	0.226275985	1	0.278524092	0.173356554	0.240111595	0.141194992	0.180447925	0.112256251	0.21084004	0.116999587	0.155211495	0.112018809	0.177676925	0.226041745	0.102754441	0.051715656	0.054965782	0.047201936	0.151268209	0.112528183	0.084958848	0.09315786	0.087343808	0.133769038	0.104631814	0.103688601	0.118139795	0.035520653	0.163071911	0.06804046	0.112349739	0.05721378	0.024272637	0.054720281	0.03491463	0.048915515	0.0413425	0.020754359	0.052188619	0.030748617	0.04435653	0.02477253	0.026121039	0.019833289	0.002589199	0.024510641	0.001993328	0.019270584	0.015551161	0.016057041	0.011242886	0.001513232	0.020074888	0.020586684	0.016662141	0.002937986	0.025549861	0.016016911	0.008888958	0.010575524	0.005016536	0.011500467	0.017949555	0.016044328	0.005627273	0.014268826	0.009508278	0.005216525	0.01093827	0.007817741	0.010262691	0.007714551	0.009282565	0.005597772	0.00145724	0.006967788	0.007822938	0.004921076	0.0017151	0.005960812	0.005060005	0.003960484	0.003642292	0.003465957	0.002111816	0.003453429	0.003461228	0.001889377	0.002662265	0.001083274
Eubacterium_rectale_M104_1	0.139585744	0.162487669	0.179514411	0.25059388	0.169134292	0.187456653	0.21588378	0.325867738	0.203106932	0.261509339	0.376058406	0.162193285	0.170621757	0.450940504	0.527528249	0.191064964	0.19667895	0.426779569	0.181405425	0.524214151	0.526102669	0.33234343	0.459207409	0.391328142	0.330715715	0.513452881	0.512806183	0.278524092	1	0.331582423	0.648266932	0.241372318	0.439329756	0.201892813	0.551817455	0.261905566	0.157061263	0.248440186	0.502613444	0.185195012	0.138815907	0.122556839	0.126434153	0.133239465	0.235602789	0.25685037	0.179962239	0.257372272	0.181030127	0.142928923	0.237263597	0.304694051	0.292452904	0.076029178	0.131653003	0.169316267	0.171705139	0.187838709	0.029180554	0.127817299	0.053803085	0.113520137	0.093295342	0.03368482	0.089103095	0.068619161	0.064861137	0.054255993	0.04044965	0.044969529	0.017272919	0.034943038	0.007844985	0.022721727	0.029515552	0.02823603	0.015061559	0.004701003	0.030121295	0.027063	0.024395116	0.009584132	0.027736777	0.021678912	0.02007416	0.012102756	0.01137396	0.018004565	0.018746243	0.016906966	0.012426908	0.014909255	0.013895918	0.013109424	0.011997753	0.005046222	0.010584103	0.009335406	0.010031993	0.007775075	0.007290869	0.00791141	0.008201185	0.007280346	0.006425787	0.006181364	0.005218476	0.004869769	0.004257382	0.003861865	0.003088546	0.003561585	0.00360155	0.002567769	0.002803874	0.002139486
Coprococcus_eutactus_ATCC_27759	0.126030028	0.136024977	0.127260194	0.195168863	0.133380709	0.145192209	0.154020154	0.222105746	0.200857167	0.200017631	0.269717566	0.142340604	0.215798366	0.271616499	0.33832015	0.178620384	0.126824909	0.259290316	0.128912632	0.29962424	0.32443527	0.185082902	0.333168636	0.224916822	0.244769013	0.270334185	0.286542946	0.173356554	0.331582423	1	0.30189973	0.129063343	0.242862751	0.12520191	0.267518944	0.1741816	0.159334756	0.139326223	0.238912628	0.100695375	0.125196733	0.053350432	0.060566346	0.089336117	0.181814316	0.151712836	0.095991531	0.154577323	0.086638694	0.08014581	0.114592762	0.176689273	0.179924518	0.036492463	0.092423621	0.106690372	0.103417629	0.11142611	0.065473637	0.09045066	0.023914956	0.080018266	0.06680562	0.026220785	0.080666397	0.039719148	0.063892308	0.047325919	0.028034892	0.028811286	0.004711656	0.010261787	0.001810601	0.021481139	0.020103997	0.033561408	0.013908851	0.012312612	0.02057945	0.022570319	0.025440774	0.001196283	0.02814058	0.012281552	0.013052555	0.005479912	0.006687953	0.013483774	0.019019158	0.017153105	0.004217754	0.01512631	0.012136165	0.013141282	0.01205541	0.001589983	0.010738191	0.008709916	0.007170083	0.006285394	0.002315625	0.005859322	0.008320581	0.002318437	0.002375997	0.006271354	0.005294449	0.004568003	0.004319363	0.00376729	0.002386042	0.00331668	0.003653983	0.002605151	0.001672603	0.001417441
Coprococcus_comes_ATCC_27758	0.129739074	0.145626254	0.152768655	0.229121057	0.158369849	0.161767521	0.200589645	0.324372516	0.1944787	0.257773494	0.357769063	0.167105367	0.144392366	0.461053619	0.494189322	0.200621056	0.186978872	0.440182891	0.191272112	0.498784675	0.485671706	0.37048702	0.437051535	0.396961602	0.351585765	0.531722688	0.50344391	0.240111595	0.648266932	0.30189973	1	0.233350609	0.546896709	0.21475588	0.56139793	0.300573603	0.155825797	0.288804724	0.541376756	0.174515944	0.124296088	0.141029719	0.164622375	0.166288058	0.197260581	0.303515871	0.180461259	0.318774907	0.19804355	0.14586525	0.24796604	0.342046857	0.32801781	0.093740073	0.125845005	0.192739618	0.194582089	0.213306757	0.031354796	0.148703676	0.060987176	0.144926192	0.102206031	0.035528327	0.099479519	0.089383398	0.062919561	0.057045587	0.050514658	0.049733044	0.016557925	0.029578821	0.010164455	0.02365226	0.040935398	0.033489426	0.025842787	0.007723111	0.035010271	0.028402598	0.028189739	0.013386158	0.03026079	0.023287943	0.02551457	0.012488315	0.016597545	0.019478234	0.020452129	0.01844548	0.013557742	0.016265979	0.01516043	0.014302366	0.013089534	0.009858553	0.011547244	0.010184917	0.010944893	0.008501467	0.00795433	0.009066054	0.008947483	0.007852347	0.007010526	0.00674386	0.005693352	0.005312913	0.004644799	0.00421329	0.0033696	0.003885685	0.003929287	0.002801433	0.003059023	0.002334177
Bacteroides_finegoldii_DSM_17565	0.123517443	0.124759203	0.147169082	0.16288124	0.124503336	0.108288055	0.192417017	0.157260888	0.134569121	0.136659893	0.225106448	0.103591054	0.083410375	0.210550256	0.203296724	0.072094446	0.233275882	0.182183195	0.159487099	0.25097301	0.222191591	0.138474885	0.17753268	0.227274266	0.179406758	0.220440207	0.242804466	0.141194992	0.241372318	0.129063343	0.233350609	1	0.214999486	0.174909661	0.234358159	0.127830926	0.104625486	0.149858267	0.252972125	0.102704488	0.147174593	0.061170938	0.108383075	0.141888842	0.162732274	0.137663838	0.171908877	0.177818494	0.121162235	0.104749021	0.140494969	0.184884222	0.191121788	0.121494171	0.05993573	0.15138742	0.1100358	0.162141918	0.015412395	0.080028352	0.063058067	0.120745833	0.101648816	0.085658585	0.099384814	0.059329777	0.051966717	0.043179704	0.046745922	0.051628208	0.008485101	0.028470695	0.003896774	0.050165895	0.03855471	0.028693637	0.020601315	0.003104164	0.0353406	0.027259594	0.025712915	0.001501272	0.033173078	0.016056271	0.0219753	0.009343962	0.010173404	0.02116428	0.022420434	0.020220666	0.00689856	0.017831411	0.013009528	0.009612902	0.014349266	0.003372772	0.012658546	0.01116511	0.01114665	0.009319645	0.003913442	0.008448682	0.009808586	0.005417278	0.003986399	0.007392887	0.006241278	0.005824225	0.005091812	0.004618775	0.003693889	0.004259642	0.00430744	0.003071042	0.002247467	0.002558817
Ruminococcus_obeum_A2_162	0.108455043	0.120644371	0.132842831	0.189296132	0.151145515	0.13281806	0.166457925	0.264408068	0.175110441	0.204804241	0.297935348	0.170619222	0.115121429	0.373164517	0.371042391	0.181985267	0.172754361	0.363450731	0.20675632	0.397583638	0.384498884	0.309246954	0.36875691	0.336629338	0.3240608	0.395745705	0.409002535	0.180447925	0.439329756	0.242862751	0.546896709	0.214999486	1	0.20169497	0.483834529	0.314103709	0.172028362	0.289141642	0.508367761	0.135021072	0.106758313	0.095808417	0.146838401	0.141829076	0.192768654	0.280250409	0.201787065	0.291453057	0.179171162	0.144306133	0.24990577	0.3803421	0.396652613	0.086019716	0.103860821	0.213481568	0.195851384	0.255868423	0.026969539	0.161249977	0.080843898	0.157672906	0.11354274	0.047595631	0.123007577	0.092030248	0.07103063	0.065820215	0.051283808	0.051640635	0.015556864	0.031034646	0.005125719	0.033551379	0.040299647	0.048778114	0.023349045	0.016456175	0.042359286	0.036114714	0.035008735	0.007536373	0.037580765	0.02404705	0.023094256	0.012008857	0.024529807	0.023416242	0.025399424	0.022907374	0.009975797	0.02020066	0.018827683	0.014381054	0.016255845	0.0122433	0.01434048	0.012648611	0.013592422	0.010557941	0.007142965	0.010828275	0.011111847	0.00682714	0.006773605	0.008375176	0.007070552	0.006598087	0.005768359	0.005232469	0.004184694	0.004825618	0.004879767	0.003479089	0.00379899	0.002898805
Parabacteroides_johnsonii_DSM_18315	0.091108848	0.105851058	0.09606818	0.158441575	0.110948688	0.112415219	0.185733645	0.173954556	0.123755009	0.12106005	0.174604717	0.119237284	0.077634236	0.177161455	0.173109072	0.192866883	0.121588938	0.186626874	0.101930776	0.178180102	0.168368299	0.202916514	0.165492931	0.214596852	0.18738583	0.236998032	0.194345286	0.112256251	0.201892813	0.12520191	0.21475588	0.174909661	0.20169497	1	0.235056445	0.201054058	0.107383757	0.173458919	0.243663456	0.094976605	0.115338747	0.075785641	0.176636354	0.151915917	0.059369409	0.13827209	0.15115125	0.167770543	0.134383674	0.078549451	0.1108177	0.207742911	0.208807604	0.154478627	0.04107988	0.161963596	0.157737909	0.179102701	0.027992506	0.117197606	0.024449016	0.117346825	0.102919085	0.042815743	0.104592889	0.064445146	0.072523696	0.047852665	0.045413406	0.057200946	0.011473394	0.0153343	0.010037758	0.031827144	0.038681672	0.02992326	0.020067909	0.003568067	0.034649802	0.032643786	0.028768218	0.002769979	0.038611536	0.014940833	0.014506534	0.0094915	0.01171819	0.018487295	0.026400887	0.023810579	0.012631143	0.020997143	0.011279738	0.012040283	0.016896789	0.004389361	0.014905905	0.012769027	0.0107827	0.00885958	0.008009845	0.00860967	0.011549971	0.009357851	0.007268327	0.008705397	0.007349334	0.00685824	0.005312235	0.005438778	0.003671278	0.004290748	0.005072169	0.003418153	0.003948778	0.003013101
Bacteroides_dorei_5_1_36_D4	0.102849337	0.127087303	0.135714649	0.173657701	0.149227411	0.122765164	0.186732318	0.254672313	0.168572164	0.199993687	0.278810653	0.135055465	0.11882379	0.351351486	0.382249157	0.169278796	0.221875523	0.325401684	0.187329624	0.446063313	0.43859337	0.307105849	0.377116317	0.379427264	0.282721952	0.442893792	0.466472029	0.21084004	0.551817455	0.267518944	0.56139793	0.234358159	0.483834529	0.235056445	1	0.27871764	0.162523924	0.265266779	0.669767439	0.127624433	0.113479078	0.148744752	0.185304332	0.168612556	0.191177265	0.27705721	0.160570625	0.315360749	0.202676145	0.151631268	0.29308056	0.383818937	0.36937733	0.094077507	0.085573721	0.216623472	0.187024328	0.245538461	0.042819883	0.147960815	0.041649177	0.174645259	0.12873722	0.046136409	0.119896878	0.089214818	0.08244651	0.07235421	0.064477154	0.046639775	0.017764639	0.025450883	0.009531407	0.033329243	0.053009412	0.037964447	0.029959338	0.006395184	0.043131146	0.036514645	0.032916451	0.01111089	0.03727999	0.030095681	0.027611738	0.019760889	0.012932514	0.02419928	0.025196142	0.022724037	0.016425856	0.020038986	0.018676997	0.017619898	0.016125742	0.006969803	0.014225707	0.012547379	0.013483636	0.010473441	0.009219178	0.011168988	0.011022914	0.009785247	0.008510879	0.008308145	0.007013964	0.006545279	0.005722192	0.005190591	0.004151202	0.004786997	0.004840712	0.003451244	0.003768585	0.002875605
Streptococcus_thermophilus_LMD_9	0.095007339	0.105092639	0.102636715	0.151112487	0.098493288	0.105470625	0.135087513	0.19660867	0.133982484	0.150356927	0.200032719	0.111025244	0.06277165	0.25331695	0.231257324	0.171849427	0.128180988	0.21048439	0.135239591	0.233430447	0.239729723	0.224037028	0.221096404	0.260903166	0.167502293	0.247980176	0.263291236	0.116999587	0.261905566	0.1741816	0.300573603	0.127830926	0.314103709	0.201054058	0.27871764	1	0.150969336	0.222849921	0.29364585	0.123610068	0.101806476	0.108975196	0.166150797	0.158506658	0.11058206	0.217750426	0.162931744	0.216310251	0.176809272	0.115967444	0.167362469	0.273788207	0.250616076	0.127617062	0.078196858	0.20232717	0.148313289	0.209981569	0.044289761	0.134722289	0.063439155	0.146879693	0.134808501	0.048896773	0.109399764	0.10528146	0.054804848	0.094676412	0.040323153	0.06644857	0.016252579	0.018049492	0.030234735	0.03508411	0.044064379	0.055926614	0.022363251	0.040207989	0.045529031	0.038711052	0.037089556	0.001887144	0.040253369	0.027411745	0.028363059	0.0315007	0.019182805	0.022544432	0.02743012	0.024954822	0.018535809	0.021999849	0.014353566	0.013227075	0.017433406	0.013478369	0.015656074	0.013782065	0.013771912	0.011622995	0.010874963	0.012394884	0.011961842	0.010859266	0.009584617	0.009131725	0.007741291	0.007263683	0.00519918	0.005760305	0.004606833	0.005312413	0.005372024	0.00383005	0.003415826	0.003191229
Bacteroides_pectinophilus_ATCC_43243	0.082550779	0.094913051	0.10091444	0.119325698	0.113311902	0.119508059	0.088827848	0.104487365	0.152271157	0.091006454	0.1096642	0.106307399	0.22324606	0.131854421	0.150449409	0.101998095	0.071713042	0.109543182	0.093235168	0.145446989	0.138969161	0.115805692	0.143361371	0.165421172	0.133196023	0.159394421	0.145421933	0.155211495	0.157061263	0.159334756	0.155825797	0.104625486	0.172028362	0.107383757	0.162523924	0.150969336	1	0.135040261	0.18235471	0.104880572	0.106094941	0.034462494	0.076042517	0.094458674	0.056255884	0.163375809	0.081465981	0.164404292	0.098024841	0.098098901	0.149553457	0.191088337	0.21447525	0.054587131	0.086806394	0.165367543	0.107301318	0.16451082	0.011047327	0.091275008	0.027110419	0.117545715	0.102583432	0.040114635	0.117792896	0.062977646	0.053933783	0.05563554	0.042755245	0.044906415	0.009245344	0.024852717	0.003898433	0.03011004	0.032000263	0.033342745	0.020258835	0.003339105	0.036006508	0.02954248	0.030179824	0.002279122	0.038907012	0.019136543	0.017546295	0.009524097	0.011292164	0.021818496	0.026295785	0.023715789	0.006938699	0.020913553	0.019011095	0.012624616	0.016829523	0.003436121	0.014846564	0.012037292	0.012182195	0.009245853	0.004796753	0.008925739	0.01150399	0.004574483	0.004883423	0.00867074	0.007320076	0.006830937	0.005971927	0.005417126	0.004076576	0.004995917	0.005051977	0.003601868	0.003593619	0.002829895
Clostridium_leptum_DSM_753	0.089508682	0.102501744	0.116339628	0.118459455	0.101956913	0.110079089	0.161418887	0.180152116	0.13856763	0.136229377	0.179764637	0.128481597	0.090088164	0.20885677	0.211713048	0.145955368	0.136501623	0.222916179	0.15860337	0.219071556	0.215953278	0.219977875	0.192342392	0.228080467	0.185970205	0.240909861	0.244163033	0.112018809	0.248440186	0.139326223	0.288804724	0.149858267	0.289141642	0.173458919	0.265266779	0.222849921	0.135040261	1	0.30898777	0.099228545	0.110331698	0.093874881	0.247147975	0.241124271	0.113560181	0.219265323	0.189967386	0.269707041	0.181207147	0.111180014	0.191565311	0.291343892	0.275617116	0.177951727	0.080959025	0.215620867	0.130391911	0.227211651	0.019658308	0.154380314	0.055653589	0.156359251	0.1119917	0.068389613	0.12718614	0.082469562	0.059547736	0.046081629	0.073560506	0.047727188	0.01091363	0.023024497	0.003236051	0.056612599	0.054060525	0.035875563	0.047473328	0.007432951	0.031905502	0.036608966	0.035709791	0.002688095	0.040727406	0.018762215	0.018423687	0.009543572	0.013793283	0.022059121	0.027559362	0.024659432	0.006778853	0.02185956	0.018981954	0.018655233	0.017679105	0.012253324	0.015581995	0.01244092	0.010288073	0.011482329	0.003535187	0.009475522	0.012062453	0.004580328	0.003624372	0.009108454	0.007689606	0.006669902	0.0062734	0.005690591	0.004551079	0.005248119	0.005307009	0.003783696	0.003720201	0.003152607
Bacteroides_dorei_DSM_17855	0.085518961	0.106362195	0.110413713	0.146410056	0.118833043	0.106506653	0.156394681	0.208485318	0.140463869	0.172079758	0.233685211	0.118458208	0.110566964	0.307509072	0.313422984	0.147778998	0.187102196	0.289310965	0.18005699	0.384989367	0.379555492	0.286910586	0.323377648	0.352475474	0.276353111	0.404693479	0.416141155	0.177676925	0.502613444	0.238912628	0.541376756	0.252972125	0.508367761	0.243663456	0.669767439	0.29364585	0.18235471	0.30898777	1	0.130421601	0.121821408	0.138431582	0.193722359	0.177619922	0.179209972	0.312714226	0.191763528	0.369022701	0.222381255	0.158058744	0.290690894	0.477086025	0.468358364	0.114668792	0.084349461	0.254931597	0.212447004	0.308686784	0.034917259	0.168935634	0.058827803	0.203981354	0.150043896	0.062437339	0.152115715	0.106861326	0.093969999	0.086155476	0.07726168	0.059540753	0.023276285	0.038599441	0.009405728	0.045919786	0.060678747	0.048666414	0.034041319	0.008857277	0.053401829	0.04251726	0.042430519	0.009374532	0.047051745	0.038252329	0.02882077	0.023399859	0.016896444	0.030542345	0.031800503	0.028680415	0.018077701	0.025291564	0.023572573	0.02223839	0.020352589	0.012856938	0.01795452	0.015836272	0.017017939	0.013218718	0.010014945	0.01409658	0.013912218	0.011841744	0.009321716	0.010485859	0.00885245	0.008260915	0.007222081	0.006551138	0.005239306	0.006041755	0.00610955	0.004355878	0.004756399	0.003629353
Catenibacterium_mitsuokai_DSM_15897	0.076610649	0.078746906	0.12571835	0.148958478	0.060149066	0.12546543	0.079792616	0.137207838	0.054674823	0.173237209	0.138013923	0.062234973	0.132348321	0.181042211	0.197467539	0.060664288	0.127927426	0.174135254	0.095509123	0.173472914	0.155823299	0.097088667	0.151802503	0.119244462	0.096150898	0.154621069	0.131273202	0.226041745	0.185195012	0.100695375	0.174515944	0.102704488	0.135021072	0.094976605	0.127624433	0.123610068	0.104880572	0.099228545	0.130421601	1	0.161081604	0.085288276	0.064250747	0.066677769	0.172157791	0.082843186	0.057439535	0.081970314	0.072379831	0.080426667	0.105649752	0.092405039	0.10805243	0.05821882	0.207259382	0.068516353	0.086697681	0.068878714	0.008016056	0.034325807	0.053906214	0.059089353	0.074041156	0.032575242	0.066432742	0.044051441	0.040079819	0.038713815	0.041968596	0.03304187	0.009435785	0.018876585	0.023897539	0.031435388	0.027574122	0.026507842	0.018144338	0.002326704	0.03044601	0.028442555	0.028341269	0.054255788	0.041357502	0.01082933	0.009606959	0.007555776	0.009839395	0.019147314	0.029463358	0.02641117	0.011934209	0.023579182	0.012232887	0.009225193	0.018487362	0.01306429	0.016972992	0.011556542	0.012741169	0.00923606	0.008394646	0.007658879	0.013162978	0.00245353	0.007907929	0.009832915	0.008033402	0.005423621	0.004535719	0.005786746	0.003799284	0.004277767	0.00578242	0.003089078	0.001544585	0.001729664
Bacteroides_coprophilus_DSM_18228	0.07698124	0.096182314	0.08886709	0.116100812	0.08253417	0.105826162	0.078050841	0.081575701	0.064305123	0.096449378	0.077100035	0.099204262	0.11689345	0.083113071	0.12165792	0.074032782	0.079994161	0.099479533	0.103906033	0.136082465	0.106767733	0.079859741	0.117711301	0.096691682	0.106297465	0.129045302	0.09823507	0.102754441	0.138815907	0.125196733	0.124296088	0.147174593	0.106758313	0.115338747	0.113479078	0.101806476	0.106094941	0.110331698	0.121821408	0.161081604	1	0.068886672	0.057380709	0.097412143	0.118016537	0.072459473	0.052499278	0.103260416	0.137973069	0.057103597	0.107737468	0.120156421	0.130560287	0.041358336	0.110090152	0.100814323	0.109527173	0.111068094	0.0134493	0.05868169	0.021303764	0.090009404	0.083295664	0.037306645	0.097732226	0.066486097	0.044312792	0.042572343	0.044041681	0.042242119	0.007380874	0.022962484	0.003782826	0.033417015	0.033554044	0.031983703	0.023250505	0.003717624	0.028388895	0.030285662	0.031008059	0.054334056	0.043150209	0.015597755	0.015224984	0.008828318	0.023394374	0.023822406	0.030107126	0.02698162	0.007059296	0.023825582	0.012129912	0.018412399	0.019290616	0.002430563	0.016891324	0.014350575	0.012885995	0.009791983	0.00428626	0.009977466	0.013186295	0.004781815	0.004511056	0.00993872	0.007838878	0.007765276	0.005413175	0.006209308	0.003700565	0.005384721	0.005790761	0.003564947	0.002005127	0.00331788
Bifidobacterium_bifidum_NCIMB_41171	0.05670087	0.05425529	0.061718344	0.080855773	0.046665564	0.076568877	0.088057515	0.151897773	0.034991931	0.185403436	0.10755729	0.027090142	0.016789434	0.164390895	0.124646815	0.055570345	0.097804633	0.157162648	0.05893534	0.124719144	0.114826838	0.234559177	0.079320338	0.121363685	0.087847155	0.129068306	0.096084577	0.051715656	0.122556839	0.053350432	0.141029719	0.061170938	0.095808417	0.075785641	0.148744752	0.108975196	0.034462494	0.093874881	0.138431582	0.085288276	0.068886672	1	0.153693245	0.129592274	0.065442708	0.092322179	0.099344791	0.233821847	0.091401285	0.152094877	0.108249362	0.096562281	0.088819205	0.069422647	0.045952108	0.095662484	0.058478219	0.094485174	0.027221164	0.040233578	0.083043593	0.060760433	0.075613771	0.037000619	0.052044817	0.070099453	0.042904887	0.040381933	0.071262148	0.054292073	0.07171139	0.007675768	0.022787402	0.027879153	0.046610893	0.025900921	0.049309849	0.002775671	0.03156807	0.026753434	0.026745506	0.033374207	0.028160077	0.008052613	0.031145722	0.009121832	0.009724846	0.016326191	0.023003834	0.022635391	0.013824151	0.020327775	0.007687054	0.009111438	0.01550754	0.002259749	0.015729383	0.010942854	0.009945726	0.00858518	0.013779519	0.007436424	0.013124709	0.011783911	0.012140281	0.010405587	0.009154773	0.005196273	0.003619247	0.007334957	0.003639643	0.004379773	0.006533548	0.003260648	0.001378232	0.002829961
